kit_id,sensor,timestamp,value,unit,_raw
1001,gbTemp,2019-09-03 22:00:00+00:00,23.82,,"{'created_at': '2019-09-03 22:00:00', 'value': 23.82}"
1001,gbTemp,2019-09-03 23:00:00+00:00,23.9,,"{'created_at': '2019-09-03 23:00:00', 'value': 23.9}"
1001,gbTemp,2019-09-04 00:00:00+00:00,23.9467,,"{'created_at': '2019-09-04 00:00:00', 'value': 23.9467}"
1001,gbTemp,2019-09-04 01:00:00+00:00,23.9983,,"{'created_at': '2019-09-04 01:00:00', 'value': 23.9983}"
1001,gbTemp,2019-09-04 02:00:00+00:00,23.96,,"{'created_at': '2019-09-04 02:00:00', 'value': 23.96}"
1001,gbTemp,2019-09-04 03:00:00+00:00,23.915,,"{'created_at': '2019-09-04 03:00:00', 'value': 23.915}"
1001,gbTemp,2019-09-04 04:00:00+00:00,23.89,,"{'created_at': '2019-09-04 04:00:00', 'value': 23.89}"
1001,gbTemp,2019-09-04 05:00:00+00:00,23.8183,,"{'created_at': '2019-09-04 05:00:00', 'value': 23.8183}"
1001,gbTemp,2019-09-04 06:00:00+00:00,23.8,,"{'created_at': '2019-09-04 06:00:00', 'value': 23.8}"
1001,gbTemp,2019-09-04 07:00:00+00:00,23.8,,"{'created_at': '2019-09-04 07:00:00', 'value': 23.8}"
1001,gbTemp,2019-09-04 08:00:00+00:00,23.8033,,"{'created_at': '2019-09-04 08:00:00', 'value': 23.8033}"
1001,gbTemp,2019-09-04 09:00:00+00:00,23.8483,,"{'created_at': '2019-09-04 09:00:00', 'value': 23.8483}"
1001,gbTemp,2019-09-04 10:00:00+00:00,23.9417,,"{'created_at': '2019-09-04 10:00:00', 'value': 23.9417}"
1001,gbTemp,2019-09-04 11:00:00+00:00,24.0,,"{'created_at': '2019-09-04 11:00:00', 'value': 24}"
1001,gbTemp,2019-09-04 12:00:00+00:00,24.0417,,"{'created_at': '2019-09-04 12:00:00', 'value': 24.0417}"
1001,gbTemp,2019-09-04 13:00:00+00:00,22.67,,"{'created_at': '2019-09-04 13:00:00', 'value': 22.67}"
1001,gbTemp,2019-09-04 14:00:00+00:00,22.83,,"{'created_at': '2019-09-04 14:00:00', 'value': 22.83}"
1001,gbTemp,2019-09-04 15:00:00+00:00,22.46,,"{'created_at': '2019-09-04 15:00:00', 'value': 22.46}"
1001,gbTemp,2019-09-04 16:00:00+00:00,22.4767,,"{'created_at': '2019-09-04 16:00:00', 'value': 22.4767}"
1001,gbTemp,2019-09-04 17:00:00+00:00,23.0733,,"{'created_at': '2019-09-04 17:00:00', 'value': 23.0733}"
1001,gbTemp,2019-09-04 18:00:00+00:00,23.1267,,"{'created_at': '2019-09-04 18:00:00', 'value': 23.1267}"
1001,gbTemp,2019-09-04 19:00:00+00:00,21.7467,,"{'created_at': '2019-09-04 19:00:00', 'value': 21.7467}"
1001,gbTemp,2019-09-04 20:00:00+00:00,22.285,,"{'created_at': '2019-09-04 20:00:00', 'value': 22.285}"
1001,gbTemp,2019-09-04 21:00:00+00:00,22.6576,,"{'created_at': '2019-09-04 21:00:00', 'value': 22.6576}"
1001,gbTemp,2019-09-04 22:00:00+00:00,22.7533,,"{'created_at': '2019-09-04 22:00:00', 'value': 22.7533}"
1001,gbTemp,2019-09-04 23:00:00+00:00,22.5917,,"{'created_at': '2019-09-04 23:00:00', 'value': 22.5917}"
1001,gbTemp,2019-09-05 00:00:00+00:00,22.505,,"{'created_at': '2019-09-05 00:00:00', 'value': 22.505}"
1001,gbTemp,2019-09-05 01:00:00+00:00,22.265,,"{'created_at': '2019-09-05 01:00:00', 'value': 22.265}"
1001,gbTemp,2019-09-05 02:00:00+00:00,21.9967,,"{'created_at': '2019-09-05 02:00:00', 'value': 21.9967}"
1001,gbTemp,2019-09-05 03:00:00+00:00,21.8233,,"{'created_at': '2019-09-05 03:00:00', 'value': 21.8233}"
1001,gbTemp,2019-09-05 04:00:00+00:00,21.465,,"{'created_at': '2019-09-05 04:00:00', 'value': 21.465}"
1001,gbTemp,2019-09-05 05:00:00+00:00,21.385,,"{'created_at': '2019-09-05 05:00:00', 'value': 21.385}"
1001,gbTemp,2019-09-05 06:00:00+00:00,21.3283,,"{'created_at': '2019-09-05 06:00:00', 'value': 21.3283}"
1001,gbTemp,2019-09-05 07:00:00+00:00,21.2417,,"{'created_at': '2019-09-05 07:00:00', 'value': 21.2417}"
1001,gbTemp,2019-09-05 08:00:00+00:00,21.4367,,"{'created_at': '2019-09-05 08:00:00', 'value': 21.4367}"
1001,gbTemp,2019-09-05 09:00:00+00:00,21.3767,,"{'created_at': '2019-09-05 09:00:00', 'value': 21.3767}"
1001,gbTemp,2019-09-05 10:00:00+00:00,21.56,,"{'created_at': '2019-09-05 10:00:00', 'value': 21.56}"
1001,gbTemp,2019-09-05 11:00:00+00:00,22.0467,,"{'created_at': '2019-09-05 11:00:00', 'value': 22.0467}"
1001,gbTemp,2019-09-05 12:00:00+00:00,21.005,,"{'created_at': '2019-09-05 12:00:00', 'value': 21.005}"
1001,gbTemp,2019-09-05 13:00:00+00:00,21.4133,,"{'created_at': '2019-09-05 13:00:00', 'value': 21.4133}"
1001,gbTemp,2019-09-05 14:00:00+00:00,22.4567,,"{'created_at': '2019-09-05 14:00:00', 'value': 22.4567}"
1001,gbTemp,2019-09-05 15:00:00+00:00,21.52,,"{'created_at': '2019-09-05 15:00:00', 'value': 21.52}"
1001,gbTemp,2019-09-05 16:00:00+00:00,21.7533,,"{'created_at': '2019-09-05 16:00:00', 'value': 21.7533}"
1001,gbTemp,2019-09-05 17:00:00+00:00,21.5433,,"{'created_at': '2019-09-05 17:00:00', 'value': 21.5433}"
1001,gbTemp,2019-09-05 18:00:00+00:00,20.5867,,"{'created_at': '2019-09-05 18:00:00', 'value': 20.5867}"
1001,gbTemp,2019-09-05 19:00:00+00:00,22.0117,,"{'created_at': '2019-09-05 19:00:00', 'value': 22.0117}"
1001,gbTemp,2019-09-05 20:00:00+00:00,22.015,,"{'created_at': '2019-09-05 20:00:00', 'value': 22.015}"
